Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0000049	Cmi|18483.1	Cplagiosum|18512.1, Cplagiosum|18459.1	Lerinacea|LE16815.1, Lerinacea|LE30316.1		Ggallus|568.1, Ggallus|551.1	Xentr10.7|14297.1
N0.HOG0000050	Cmi|18089.1	Cplagiosum|18500.1				Xentr10.7|14309.1
N0.HOG0000051		Cplagiosum|20904.1, Cplagiosum|16254.1	Lerinacea|LE25412.1, Lerinacea|LE25417.1, Lerinacea|LE25418.1, Lerinacea|LE06057.1			Xentr10.7|21785.1
N0.HOG0000052		Cplagiosum|18548.1, Cplagiosum|19156.1, Cplagiosum|19025.1	Lerinacea|LE04804.1, Lerinacea|LE30279.1, Lerinacea|LE05952.1, Lerinacea|LE05953.1, Lerinacea|LE30264.1, Lerinacea|LE07295.1, Lerinacea|LE23149.1, Lerinacea|LE23178.1, Lerinacea|LE14262.1, Lerinacea|LE05957.1		Ggallus|562.1	Xentr10.7|21805.1, Xentr10.7|21793.1
N0.HOG0000053			Lerinacea|LE05908.1			Xentr10.7|8683.1
N0.HOG0000054			Lerinacea|LE05199.1			Xentr10.7|14322.1
N0.HOG0000055			Lerinacea|LE06067.1			Xentr10.7|8643.1
N0.HOG0000056			Lerinacea|LE30321.1		Ggallus|577.1	Xentr10.7|8657.1
N0.HOG0000057					Ggallus|555.1	Xentr10.7|14230.1
N0.HOG0000058			Lerinacea|LE06071.1		Ggallus|578.1	
N0.HOG0000059			Lerinacea|LE06065.1			Xentr10.7|14233.1
N0.HOG0000060			Lerinacea|LE05196.1			Xentr10.7|8668.1
N0.HOG0000061		Cplagiosum|18473.1				Xentr10.7|14266.1
N0.HOG0000062		Cplagiosum|18466.1	Lerinacea|LE23331.1			
N0.HOG0000063	Cmi|4594.1	Cplagiosum|2027.1	Lerinacea|LE25624.1, Lerinacea|LE28765.1, Lerinacea|LE01974.1	Loculatus|2273.2	Ggallus|17547.1	Xentr10.7|24727.1, Xentr10.7|22807.1, Xentr10.7|11945.1
N0.HOG0000064		Cplagiosum|10814.1			Ggallus|4273.2	
N0.HOG0000065	Cmi|17997.2	Cplagiosum|11770.1		Loculatus|9995.1		
N0.HOG0000066		Cplagiosum|758.3	Lerinacea|LE02029.1, Lerinacea|LE13980.1, Lerinacea|LE27427.1, Lerinacea|LE10366.1, Lerinacea|LE00247.1, Lerinacea|LE13349.1, Lerinacea|LE09463.1, Lerinacea|LE13652.1, Lerinacea|LE20963.1, Lerinacea|LE22437.1, Lerinacea|LE23789.1, Lerinacea|LE14452.1, Lerinacea|LE27027.1, Lerinacea|LE09788.1, Lerinacea|LE24742.1, Lerinacea|LE01303.1, Lerinacea|LE12185.1, Lerinacea|LE02954.1, Lerinacea|LE02880.1, Lerinacea|LE01235.1, Lerinacea|LE01151.1, Lerinacea|LE13301.1, Lerinacea|LE10445.1, Lerinacea|LE13454.1, Lerinacea|LE13583.1, Lerinacea|LE24625.1, Lerinacea|LE26685.1, Lerinacea|LE27528.1, Lerinacea|LE15629.1, Lerinacea|LE13309.1, Lerinacea|LE06360.1, Lerinacea|LE06339.1, Lerinacea|LE23437.1, Lerinacea|LE26649.1, Lerinacea|LE28851.1, Lerinacea|LE10776.1, Lerinacea|LE27826.1, Lerinacea|LE08734.1, Lerinacea|LE25866.1, Lerinacea|LE16855.1, Lerinacea|LE11612.1, Lerinacea|LE20561.1, Lerinacea|LE13540.1, Lerinacea|LE00885.1, Lerinacea|LE10749.1, Lerinacea|LE07372.1, Lerinacea|LE20924.1, Lerinacea|LE00396.1, Lerinacea|LE17302.1, Lerinacea|LE27012.1, Lerinacea|LE05961.1, Lerinacea|LE14163.1, Lerinacea|LE19544.1, Lerinacea|LE27732.1, Lerinacea|LE27356.1, Lerinacea|LE19882.1, Lerinacea|LE12237.1, Lerinacea|LE13099.1, Lerinacea|LE19891.1, Lerinacea|LE09376.1, Lerinacea|LE07677.1, Lerinacea|LE15326.1, Lerinacea|LE13745.1, Lerinacea|LE06885.1, Lerinacea|LE21508.1, Lerinacea|LE28629.1, Lerinacea|LE00870.1, Lerinacea|LE15645.1, Lerinacea|LE17748.1, Lerinacea|LE08958.1, Lerinacea|LE08300.1, Lerinacea|LE14504.1, Lerinacea|LE21619.1, Lerinacea|LE16626.1, Lerinacea|LE14918.1, Lerinacea|LE11573.1, Lerinacea|LE26800.1, Lerinacea|LE15428.1, Lerinacea|LE05743.1, Lerinacea|LE14645.1, Lerinacea|LE01305.1, Lerinacea|LE06300.1, Lerinacea|LE02984.1, Lerinacea|LE12948.1, Lerinacea|LE14517.1, Lerinacea|LE22659.1, Lerinacea|LE12458.1, Lerinacea|LE14020.1, Lerinacea|LE27382.1, Lerinacea|LE08340.1, Lerinacea|LE05480.1, Lerinacea|LE27302.1, Lerinacea|LE16831.1			Xentr10.7|637.1
N0.HOG0000067		Cplagiosum|12865.1, Cplagiosum|18931.1	Lerinacea|LE29045.1, Lerinacea|LE05536.1, Lerinacea|LE24610.1, Lerinacea|LE03213.1, Lerinacea|LE14210.1, Lerinacea|LE23602.1, Lerinacea|LE13660.1, Lerinacea|LE04461.1, Lerinacea|LE16194.1, Lerinacea|LE12313.1, Lerinacea|LE26537.1, Lerinacea|LE13028.1, Lerinacea|LE11023.1, Lerinacea|LE18745.1, Lerinacea|LE22063.1, Lerinacea|LE08260.1, Lerinacea|LE10007.1, Lerinacea|LE12156.1, Lerinacea|LE03274.1, Lerinacea|LE18802.1, Lerinacea|LE17664.1, Lerinacea|LE07410.1, Lerinacea|LE04435.1, Lerinacea|LE01228.1, Lerinacea|LE09671.1, Lerinacea|LE01401.1, Lerinacea|LE20227.1, Lerinacea|LE02019.1, Lerinacea|LE22316.1, Lerinacea|LE14144.1, Lerinacea|LE17867.1, Lerinacea|LE30208.1, Lerinacea|LE26668.1, Lerinacea|LE10899.1, Lerinacea|LE24113.1, Lerinacea|LE21102.1, Lerinacea|LE19646.1, Lerinacea|LE09004.1, Lerinacea|LE26355.1, Lerinacea|LE00223.1, Lerinacea|LE01799.1, Lerinacea|LE29071.1, Lerinacea|LE13588.1, Lerinacea|LE26785.1, Lerinacea|LE27287.1, Lerinacea|LE02913.1, Lerinacea|LE19330.1, Lerinacea|LE06819.1, Lerinacea|LE07788.1, Lerinacea|LE24587.1, Lerinacea|LE16613.1, Lerinacea|LE02280.1, Lerinacea|LE06210.1, Lerinacea|LE19213.1, Lerinacea|LE07686.1, Lerinacea|LE08896.1, Lerinacea|LE05299.1, Lerinacea|LE06749.1, Lerinacea|LE09808.1, Lerinacea|LE15068.1, Lerinacea|LE16933.1, Lerinacea|LE07320.1, Lerinacea|LE00467.1, Lerinacea|LE18018.1, Lerinacea|LE13373.1, Lerinacea|LE24156.1, Lerinacea|LE19843.1, Lerinacea|LE23943.1, Lerinacea|LE21922.1, Lerinacea|LE29913.1, Lerinacea|LE10904.1, Lerinacea|LE13476.1, Lerinacea|LE28577.1, Lerinacea|LE13297.1, Lerinacea|LE07972.1, Lerinacea|LE09921.1, Lerinacea|LE14574.1, Lerinacea|LE29490.1, Lerinacea|LE09513.1, Lerinacea|LE06073.1, Lerinacea|LE21948.1, Lerinacea|LE01595.1, Lerinacea|LE19800.1, Lerinacea|LE22536.1, Lerinacea|LE22743.1, Lerinacea|LE06096.1, Lerinacea|LE26323.1, Lerinacea|LE23644.1, Lerinacea|LE02013.1, Lerinacea|LE01650.1, Lerinacea|LE17936.1, Lerinacea|LE25686.1		Ggallus|614.4	
N0.HOG0000068	Cmi|2198.1	Cplagiosum|13601.1	Lerinacea|LE27362.1		Ggallus|3110.1	Xentr10.7|15069.1
N0.HOG0000069	Cmi|602.1	Cplagiosum|19004.1	Lerinacea|LE05715.1, Lerinacea|LE25012.1, Lerinacea|LE13662.1, Lerinacea|LE01555.1, Lerinacea|LE07816.1, Lerinacea|LE06303.1, Lerinacea|LE09266.1, Lerinacea|LE16749.1, Lerinacea|LE05433.1, Lerinacea|LE24452.1, Lerinacea|LE07695.1, Lerinacea|LE03081.1, Lerinacea|LE19065.1, Lerinacea|LE18002.1, Lerinacea|LE05305.1, Lerinacea|LE28615.1, Lerinacea|LE27624.1, Lerinacea|LE11283.1, Lerinacea|LE13602.1, Lerinacea|LE05552.1, Lerinacea|LE27758.1, Lerinacea|LE06099.1, Lerinacea|LE19390.1, Lerinacea|LE29894.1, Lerinacea|LE26184.1, Lerinacea|LE11302.1, Lerinacea|LE07996.1, Lerinacea|LE02212.1, Lerinacea|LE17446.1, Lerinacea|LE20524.1, Lerinacea|LE14770.1, Lerinacea|LE15961.1, Lerinacea|LE13274.1, Lerinacea|LE01635.1, Lerinacea|LE25061.1, Lerinacea|LE01002.1, Lerinacea|LE16359.1, Lerinacea|LE16980.1, Lerinacea|LE09439.1, Lerinacea|LE03267.1, Lerinacea|LE09786.1, Lerinacea|LE20512.1, Lerinacea|LE11407.1, Lerinacea|LE01204.1, Lerinacea|LE09445.1, Lerinacea|LE07869.1, Lerinacea|LE23364.1, Lerinacea|LE04874.1, Lerinacea|LE23218.1, Lerinacea|LE27659.1, Lerinacea|LE06524.1, Lerinacea|LE28306.1, Lerinacea|LE22688.1, Lerinacea|LE05882.1, Lerinacea|LE14091.1, Lerinacea|LE21591.1, Lerinacea|LE19631.1, Lerinacea|LE11868.1, Lerinacea|LE08989.1, Lerinacea|LE03245.1, Lerinacea|LE14217.1, Lerinacea|LE26304.1, Lerinacea|LE00671.1, Lerinacea|LE03903.1, Lerinacea|LE25703.1, Lerinacea|LE15051.1, Lerinacea|LE01906.1, Lerinacea|LE24951.1, Lerinacea|LE06359.1, Lerinacea|LE02586.1, Lerinacea|LE16327.1, Lerinacea|LE23337.1, Lerinacea|LE02993.1, Lerinacea|LE14436.1, Lerinacea|LE13934.1, Lerinacea|LE08155.1, Lerinacea|LE18206.1, Lerinacea|LE09429.1, Lerinacea|LE06605.1, Lerinacea|LE16259.1, Lerinacea|LE16208.1, Lerinacea|LE09685.1, Lerinacea|LE19141.1, Lerinacea|LE30037.1, Lerinacea|LE05915.1	Loculatus|10738.1		Xentr10.7|8873.1
N0.HOG0000070	Cmi|18386.1, Cmi|17364.1, Cmi|18551.1, Cmi|19586.1, Cmi|16633.1, Cmi|16632.1	Cplagiosum|15972.1, Cplagiosum|21072.1, Cplagiosum|19273.1, Cplagiosum|21035.1, Cplagiosum|18574.1, Cplagiosum|20446.1, Cplagiosum|16083.1, Cplagiosum|16084.1, Cplagiosum|16082.1, Cplagiosum|20311.1, Cplagiosum|20968.1, Cplagiosum|21166.1, Cplagiosum|19661.1, Cplagiosum|18169.1, Cplagiosum|21006.1, Cplagiosum|17735.1, Cplagiosum|18170.7, Cplagiosum|17696.1, Cplagiosum|18155.1, Cplagiosum|18435.1, Cplagiosum|18059.1, Cplagiosum|18093.1, Cplagiosum|19711.1, Cplagiosum|20531.1, Cplagiosum|15974.2, Cplagiosum|4618.1, Cplagiosum|17487.1, Cplagiosum|4621.1, Cplagiosum|18817.1, Cplagiosum|20487.1, Cplagiosum|19208.1, Cplagiosum|4543.1, Cplagiosum|18146.1, Cplagiosum|18145.1, Cplagiosum|19603.1, Cplagiosum|19525.1, Cplagiosum|18205.1, Cplagiosum|18058.1, Cplagiosum|18426.1, Cplagiosum|18203.1, Cplagiosum|19969.1, Cplagiosum|21065.1, Cplagiosum|21083.1, Cplagiosum|9360.1, Cplagiosum|9356.1, Cplagiosum|16788.1, Cplagiosum|19531.1, Cplagiosum|19447.2, Cplagiosum|18374.1, Cplagiosum|18415.1, Cplagiosum|20123.1, Cplagiosum|19526.1, Cplagiosum|18780.1, Cplagiosum|17731.1, Cplagiosum|17679.1, Cplagiosum|21388.1, Cplagiosum|4528.1, Cplagiosum|19565.2, Cplagiosum|6572.1, Cplagiosum|20673.1, Cplagiosum|4581.1, Cplagiosum|17697.1, Cplagiosum|17678.1, Cplagiosum|18353.1, Cplagiosum|18092.1, Cplagiosum|13161.1, Cplagiosum|17823.1, Cplagiosum|17824.1, Cplagiosum|13150.1, Cplagiosum|18108.1, Cplagiosum|18109.1, Cplagiosum|18114.1, Cplagiosum|17736.1, Cplagiosum|18115.1, Cplagiosum|17878.1, Cplagiosum|17826.1, Cplagiosum|19702.1, Cplagiosum|17817.1, Cplagiosum|17874.1, Cplagiosum|17879.1, Cplagiosum|18449.1, Cplagiosum|17866.1	Lerinacea|LE19468.1, Lerinacea|LE04646.1, Lerinacea|LE29397.1, Lerinacea|LE23182.1, Lerinacea|LE03854.1			Xentr10.7|14067.1
N0.HOG0000071		Cplagiosum|11795.1, Cplagiosum|6752.1, Cplagiosum|11915.2	Lerinacea|LE00234.1, Lerinacea|LE11304.1, Lerinacea|LE02071.1, Lerinacea|LE06473.1, Lerinacea|LE27022.1, Lerinacea|LE25913.1, Lerinacea|LE08851.1, Lerinacea|LE13149.1, Lerinacea|LE28033.1, Lerinacea|LE16757.1, Lerinacea|LE14542.1, Lerinacea|LE21056.1, Lerinacea|LE19791.1, Lerinacea|LE16674.1, Lerinacea|LE29501.1, Lerinacea|LE20001.1, Lerinacea|LE09637.1, Lerinacea|LE12924.1, Lerinacea|LE28780.1, Lerinacea|LE29050.1, Lerinacea|LE06432.1, Lerinacea|LE07852.1, Lerinacea|LE25695.1, Lerinacea|LE05163.1, Lerinacea|LE04702.1, Lerinacea|LE03511.1, Lerinacea|LE19325.1, Lerinacea|LE15828.1, Lerinacea|LE05712.1, Lerinacea|LE03166.1, Lerinacea|LE13936.1, Lerinacea|LE27561.1, Lerinacea|LE01727.1, Lerinacea|LE06534.1, Lerinacea|LE13201.1, Lerinacea|LE06238.1, Lerinacea|LE19518.1, Lerinacea|LE17585.1, Lerinacea|LE23700.1, Lerinacea|LE07692.1, Lerinacea|LE10545.1, Lerinacea|LE23732.1, Lerinacea|LE02292.1, Lerinacea|LE14608.1, Lerinacea|LE12119.1, Lerinacea|LE16721.1, Lerinacea|LE08706.1, Lerinacea|LE19749.1, Lerinacea|LE09181.1, Lerinacea|LE14594.1, Lerinacea|LE08786.1, Lerinacea|LE02371.1, Lerinacea|LE00512.1, Lerinacea|LE21293.1, Lerinacea|LE22555.1, Lerinacea|LE05282.1, Lerinacea|LE02451.1, Lerinacea|LE05219.1, Lerinacea|LE25648.1, Lerinacea|LE23983.1, Lerinacea|LE05941.1, Lerinacea|LE26195.1, Lerinacea|LE28123.1, Lerinacea|LE04180.1, Lerinacea|LE15141.1, Lerinacea|LE29347.1, Lerinacea|LE29537.1, Lerinacea|LE05609.1, Lerinacea|LE04939.1, Lerinacea|LE11907.1, Lerinacea|LE26181.1, Lerinacea|LE11943.1, Lerinacea|LE25919.1, Lerinacea|LE15203.1, Lerinacea|LE19190.1, Lerinacea|LE26306.1, Lerinacea|LE16917.1, Lerinacea|LE25169.1, Lerinacea|LE22874.1, Lerinacea|LE09252.1, Lerinacea|LE11131.1, Lerinacea|LE07676.1, Lerinacea|LE14153.1, Lerinacea|LE00740.1, Lerinacea|LE30393.1, Lerinacea|LE27093.1, Lerinacea|LE09993.1, Lerinacea|LE18714.1, Lerinacea|LE03729.1, Lerinacea|LE16540.1, Lerinacea|LE19534.1			
N0.HOG0000072	Cmi|7938.1, Cmi|7950.1	Cplagiosum|3953.1, Cplagiosum|3959.1	Lerinacea|LE26053.1	Loculatus|11128.1	Ggallus|9507.1	
N0.HOG0000073	Cmi|7946.1			Loculatus|5621.1, Loculatus|5623.1, Loculatus|5622.1		
N0.HOG0000074	Cmi|7956.1, Cmi|7955.1, Cmi|7969.1, Cmi|7958.2, Cmi|7960.1, Cmi|7964.1, Cmi|7962.1, Cmi|7968.1, Cmi|7961.1, Cmi|7959.1, Cmi|7951.1, Cmi|7965.2, Cmi|7966.1, Cmi|7967.1, Cmi|7963.2, Cmi|7949.1, Cmi|7948.1, Cmi|7945.1, Cmi|7947.1, Cmi|7944.4, Cmi|7970.2, Cmi|7954.3, Cmi|7957.1, Cmi|7953.1, Cmi|7952.1	Cplagiosum|3969.1, Cplagiosum|3975.1, Cplagiosum|3968.1, Cplagiosum|3970.1, Cplagiosum|3973.1, Cplagiosum|3967.1, Cplagiosum|3974.1, Cplagiosum|3977.1, Cplagiosum|3961.1, Cplagiosum|3966.1, Cplagiosum|3979.1, Cplagiosum|3972.1, Cplagiosum|3976.1, Cplagiosum|3960.1, Cplagiosum|3962.2, Cplagiosum|3978.1, Cplagiosum|3964.1, Cplagiosum|3971.1, Cplagiosum|3963.1	Lerinacea|LE08134.1, Lerinacea|LE08245.1, Lerinacea|LE07714.1, Lerinacea|LE08445.1, Lerinacea|LE26052.1, Lerinacea|LE26050.1, Lerinacea|LE08121.1, Lerinacea|LE07547.1, Lerinacea|LE30425.1, Lerinacea|LE30426.1, Lerinacea|LE30431.1, Lerinacea|LE26055.1, Lerinacea|LE30429.1, Lerinacea|LE26056.1, Lerinacea|LE07931.1	Loculatus|11105.1, Loculatus|11106.1, Loculatus|11100.1, Loculatus|11110.1, Loculatus|11103.1, Loculatus|11101.1, Loculatus|11099.2, Loculatus|11104.5, Loculatus|11108.1, Loculatus|11102.1, Loculatus|11109.1		
N0.HOG0000075	Cmi|7943.1	Cplagiosum|3980.1, Cplagiosum|3958.1	Lerinacea|LE07781.1	Loculatus|11111.1		
N0.HOG0000076	Cmi|18962.1	Cplagiosum|18728.1, Cplagiosum|18722.1, Cplagiosum|16252.1	Lerinacea|LE30318.1, Lerinacea|LE22767.1, Lerinacea|LE12912.1, Lerinacea|LE21711.1, Lerinacea|LE25402.1, Lerinacea|LE25407.1		Ggallus|557.1	Xentr10.7|8628.1
N0.HOG0000077		Cplagiosum|18569.1, Cplagiosum|18526.1, Cplagiosum|18517.1	Lerinacea|LE12914.1, Lerinacea|LE05437.1, Lerinacea|LE07297.1, Lerinacea|LE05090.1		Ggallus|556.1	Xentr10.7|11839.1, Xentr10.7|8624.1
N0.HOG0000078		Cplagiosum|18522.1				Xentr10.7|14271.1
N0.HOG0000079		Cplagiosum|18462.1				Xentr10.7|8664.1
N0.HOG0000080		Cplagiosum|20757.1	Lerinacea|LE06076.1, Lerinacea|LE04805.1, Lerinacea|LE04800.1			Xentr10.7|14235.1
N0.HOG0000081		Cplagiosum|6932.1				Xentr10.7|8633.1
N0.HOG0000082	Cmi|18674.1	Cplagiosum|18498.1	Lerinacea|LE23325.1			Xentr10.7|8686.1
N0.HOG0000083			Lerinacea|LE06068.1			Xentr10.7|14268.1
N0.HOG0000084		Cplagiosum|18843.1	Lerinacea|LE24565.1	Loculatus|9675.1		Xentr10.7|8670.1
N0.HOG0000085		Cplagiosum|19028.1				Xentr10.7|8675.1
N0.HOG0000086		Cplagiosum|20109.1	Lerinacea|LE23180.1			
N0.HOG0000087			Lerinacea|LE05202.1		Ggallus|564.1	Xentr10.7|14237.1
N0.HOG0000088	Cmi|18088.1	Cplagiosum|18530.1				Xentr10.7|14298.1
N0.HOG0000089			Lerinacea|LE04763.1			Xentr10.7|11840.1
N0.HOG0000090			Lerinacea|LE28456.1			Xentr10.7|8645.1
N0.HOG0000091		Cplagiosum|18757.1	Lerinacea|LE05910.1			
N0.HOG0000092	Cmi|18077.1, Cmi|18090.1, Cmi|18484.1, Cmi|18082.1, Cmi|18084.1, Cmi|18085.1	Cplagiosum|9399.1	Lerinacea|LE21094.1		Ggallus|11037.1	Xentr10.7|11521.1
N0.HOG0000093	Cmi|18959.1	Cplagiosum|16255.1, Cplagiosum|18727.1	Lerinacea|LE25405.1, Lerinacea|LE25406.1, Lerinacea|LE25410.1, Lerinacea|LE25409.1, Lerinacea|LE05959.1	Loculatus|17187.1	Ggallus|14981.1	Xentr10.7|17475.1
N0.HOG0000094			Lerinacea|LE05799.1, Lerinacea|LE05840.1, Lerinacea|LE05583.1, Lerinacea|LE05604.1, Lerinacea|LE05192.1, Lerinacea|LE30319.1, Lerinacea|LE05197.1, Lerinacea|LE28459.1, Lerinacea|LE28458.1, Lerinacea|LE23330.1, Lerinacea|LE07296.1, Lerinacea|LE07301.1, Lerinacea|LE30277.1, Lerinacea|LE04166.1			Xentr10.7|14225.1, Xentr10.7|14306.1, Xentr10.7|14351.1, Xentr10.7|14336.1, Xentr10.7|14357.1, Xentr10.7|14228.1, Xentr10.7|14254.1
N0.HOG0000095			Lerinacea|LE10453.1, Lerinacea|LE10450.1, Lerinacea|LE05911.1, Lerinacea|LE20578.1, Lerinacea|LE07303.1, Lerinacea|LE07304.1, Lerinacea|LE30317.1		Ggallus|567.1, Ggallus|575.1, Ggallus|572.1, Ggallus|547.1, Ggallus|553.1, Ggallus|569.1, Ggallus|580.1, Ggallus|558.1	Xentr10.7|8631.1, Xentr10.7|8637.1, Xentr10.7|8656.1, Xentr10.7|8672.1, Xentr10.7|8677.1, Xentr10.7|8684.1, Xentr10.7|21837.1, Xentr10.7|21791.1, Xentr10.7|8658.1, Xentr10.7|8647.1, Xentr10.7|8642.1, Xentr10.7|8626.1, Xentr10.7|21973.1, Xentr10.7|14320.1, Xentr10.7|21807.1, Xentr10.7|22026.1, Xentr10.7|22032.1, Xentr10.7|21946.1, Xentr10.7|21832.1, Xentr10.7|21814.1, Xentr10.7|21826.1, Xentr10.7|21811.1, Xentr10.7|21783.1, Xentr10.7|21961.1, Xentr10.7|21900.1, Xentr10.7|21978.1, Xentr10.7|21989.1, Xentr10.7|21971.1, Xentr10.7|21983.1, Xentr10.7|21931.1, Xentr10.7|21926.1, Xentr10.7|21890.1
N0.HOG0000096	Cmi|18518.1	Cplagiosum|20825.1, Cplagiosum|16168.1, Cplagiosum|21176.1, Cplagiosum|19490.1, Cplagiosum|19145.1, Cplagiosum|19149.1, Cplagiosum|16169.1, Cplagiosum|16151.1, Cplagiosum|19819.1, Cplagiosum|19496.1, Cplagiosum|16159.1, Cplagiosum|20031.1, Cplagiosum|16164.1, Cplagiosum|19522.1, Cplagiosum|15963.1, Cplagiosum|15970.1, Cplagiosum|19894.1, Cplagiosum|15965.2, Cplagiosum|15958.3, Cplagiosum|15966.1, Cplagiosum|15967.1, Cplagiosum|15962.1, Cplagiosum|2089.1, Cplagiosum|16033.2, Cplagiosum|16137.1, Cplagiosum|16221.1, Cplagiosum|16070.1, Cplagiosum|20445.1, Cplagiosum|20842.1, Cplagiosum|16150.1, Cplagiosum|16156.1, Cplagiosum|16224.1, Cplagiosum|16228.1, Cplagiosum|16157.1, Cplagiosum|16141.1, Cplagiosum|16136.1, Cplagiosum|16155.1, Cplagiosum|19286.1, Cplagiosum|16202.1, Cplagiosum|16195.1, Cplagiosum|16148.1, Cplagiosum|16154.1, Cplagiosum|16173.1, Cplagiosum|16174.1, Cplagiosum|16175.1, Cplagiosum|16172.1, Cplagiosum|16162.1, Cplagiosum|16163.1, Cplagiosum|16153.1, Cplagiosum|16165.1, Cplagiosum|16146.1, Cplagiosum|16149.1, Cplagiosum|16161.1, Cplagiosum|16152.1, Cplagiosum|16171.1, Cplagiosum|16025.1, Cplagiosum|16242.1, Cplagiosum|16243.1, Cplagiosum|16189.1, Cplagiosum|16191.1, Cplagiosum|20510.1, Cplagiosum|16215.1, Cplagiosum|16190.1, Cplagiosum|16192.1, Cplagiosum|19940.1, Cplagiosum|16194.1, Cplagiosum|16193.1, Cplagiosum|16042.1, Cplagiosum|16158.2, Cplagiosum|20874.1, Cplagiosum|16160.1, Cplagiosum|16217.1, Cplagiosum|16103.1, Cplagiosum|18995.1, Cplagiosum|16186.1, Cplagiosum|16188.1, Cplagiosum|16216.1, Cplagiosum|21358.1, Cplagiosum|16021.1, Cplagiosum|16180.1	Lerinacea|LE27815.1, Lerinacea|LE16126.1, Lerinacea|LE29150.1	Loculatus|18560.1, Loculatus|18444.1	Ggallus|16643.2, Ggallus|16637.1	
N0.HOG0000097	Cmi|7582.1	Cplagiosum|11628.4	Lerinacea|LE14640.1	Loculatus|8486.3	Ggallus|25.4	Xentr10.7|7663.1
N0.HOG0000098	Cmi|12247.1	Cplagiosum|708.4, Cplagiosum|8939.1	Lerinacea|LE22705.1, Lerinacea|LE26576.1, Lerinacea|LE05810.1, Lerinacea|LE15286.3	Loculatus|16053.1	Ggallus|10706.1	Xentr10.7|10363.4
N0.HOG0000099	Cmi|5998.1	Cplagiosum|19937.1	Lerinacea|LE28861.1	Loculatus|2714.1		
N0.HOG0000100			Lerinacea|LE13280.1, Lerinacea|LE17823.1, Lerinacea|LE30222.1, Lerinacea|LE14189.1, Lerinacea|LE15399.1, Lerinacea|LE26119.1, Lerinacea|LE16083.1			Xentr10.7|5711.3
N0.HOG0000101			Lerinacea|LE26219.1, Lerinacea|LE28758.1, Lerinacea|LE04742.1, Lerinacea|LE29957.1, Lerinacea|LE13618.1, Lerinacea|LE04841.1, Lerinacea|LE09011.1, Lerinacea|LE28926.1, Lerinacea|LE02251.1, Lerinacea|LE01600.1, Lerinacea|LE27245.1, Lerinacea|LE28028.1, Lerinacea|LE25789.1, Lerinacea|LE09770.1, Lerinacea|LE24017.1, Lerinacea|LE23786.1, Lerinacea|LE14425.1, Lerinacea|LE17740.1, Lerinacea|LE11307.1, Lerinacea|LE12446.1, Lerinacea|LE20674.1, Lerinacea|LE07198.1, Lerinacea|LE29816.1, Lerinacea|LE05105.1, Lerinacea|LE29964.1, Lerinacea|LE27765.1, Lerinacea|LE07034.1, Lerinacea|LE01488.1, Lerinacea|LE07590.1, Lerinacea|LE10765.1, Lerinacea|LE09073.1, Lerinacea|LE14066.1, Lerinacea|LE28849.1, Lerinacea|LE08957.1, Lerinacea|LE27203.1, Lerinacea|LE19802.1, Lerinacea|LE09417.1, Lerinacea|LE17873.1, Lerinacea|LE01107.1, Lerinacea|LE01692.1, Lerinacea|LE12464.1, Lerinacea|LE02104.1, Lerinacea|LE29988.1, Lerinacea|LE07738.1, Lerinacea|LE24850.1, Lerinacea|LE19877.1, Lerinacea|LE08509.1, Lerinacea|LE13346.1, Lerinacea|LE12813.1, Lerinacea|LE13283.1, Lerinacea|LE17000.1, Lerinacea|LE10017.1, Lerinacea|LE01670.1, Lerinacea|LE13542.1	Loculatus|16648.1		
